Schulnummer;Schulname;Schulform;Gemeinde;Kreis;Sozialindex_Stufe;Sozialindex;Einkommen_Pro_Einwohner_Euro;Einwohnerzahl;Bildungsausgaben_Euro;Schueler_Pro_Lehrkraft
133190;Wetter, GG (Verb.) Elbschebach;Grundschulen;Wetter (Ruhr);Ennepe-Ruhr-Kreis;2;2,0;27150;324;6;11,29
133206;Wetter, GG Volmarstein;Grundschulen;Wetter (Ruhr);Ennepe-Ruhr-Kreis;2;2,0;27150;324;6;11,29
133218;Hagen, GG Heide Hohenlimburg;Grundschulen;Hagen;Stadt Hagen;3;3,0;26056;404;30;12,25
133231;Hagen, KG Wesselbach;Sonstige;Hagen;Stadt Hagen;2;2,0;26092;361;41;11,85
133255;Hagen, GG (Verb.) Im Kley;Grundschulen;Hagen;Stadt Hagen;7;7,0;26056;404;30;12,25
133267;Iserlohn, GG Saat;Grundschulen;Iserlohn;Mrkischen Kreis;3;3,0;26056;404;30;11,44
133280;Iserlohn, GG Bartholomusschule;Grundschulen;Iserlohn;Mrkischen Kreis;2;2,0;26056;404;30;11,44
133292;Iserlohn, KG Kilianschule;Sonstige;Iserlohn;Mrkischen Kreis;5;5,0;26092;361;41;11,85
133309;Menden, KG Josefschule Menden;Sonstige;Menden (Sauerland);Mrkischen Kreis;4;4,0;26092;361;41;11,85
133322;Menden, GG (Verb.) Albert-Schweitzer;Grundschulen;Menden (Sauerland);Mrkischen Kreis;2;2,0;26056;404;30;12,28
133358;Schwerte, GG Friedrich-Kayser-Schule;Grundschulen;Schwerte;Kreis Unna;9;9,0;24163;396;10;11,48
133360;Schwerte, GG Lenningskamp;Grundschulen;Schwerte;Kreis Unna;3;3,0;24163;396;10;11,48
133383;Schwerte, GG Heide;Grundschulen;Schwerte;Kreis Unna;2;2,0;24163;396;10;11,48
133401;Hagen, GG Berchum/Garenfeld;Grundschulen;Hagen;Stadt Hagen;2;2,0;26056;404;30;12,25
133413;Schwerte, EG Ergste;Sonstige;Schwerte;Kreis Unna;2;2,0;24163;396;10;11,85
133437;Hemer, GG Oesetalschule;Grundschulen;Hemer;Mrkischen Kreis;2;2,0;26056;404;30;11,17
133449;Hemer, GG Deilinghofenerschule;Grundschulen;Hemer;Mrkischen Kreis;1;1,0;26056;404;30;11,17
133450;Hemer, GG Brabeckschule;Grundschulen;Hemer;Mrkischen Kreis;1;1,0;26056;404;30;11,17
133462;Hemer, GG Woesteschule;Grundschulen;Hemer;Mrkischen Kreis;4;4,0;26056;404;30;11,17
133474;Hemer, GG Freiherr-vom-Stein;Grundschulen;Hemer;Mrkischen Kreis;6;6,0;26056;404;30;11,17
133486;Hemer, GG Diesterwegschule;Grundschulen;Hemer;Mrkischen Kreis;3;3,0;26056;404;30;11,17
133498;Hemer, GG Wulfertschule;Grundschulen;Hemer;Mrkischen Kreis;5;5,0;26056;404;30;11,17
133504;Hemer, GG Ihmerter;Grundschulen;Hemer;Mrkischen Kreis;2;2,0;26056;404;30;11,17
133516;Menden, GG Nikolaus-Groá-Schule/Bsperde;Grundschulen;Menden (Sauerland);Mrkischen Kreis;2;2,0;26056;404;30;12,28
133530;Menden, GG (Verb.) Bischof-von-Ketteler;Grundschulen;Menden (Sauerland);Mrkischen Kreis;4;4,0;26056;404;30;12,28
133565;Menden, KG Josefschule Lendringsen;Sonstige;Menden (Sauerland);Mrkischen Kreis;4;4,0;26092;361;41;11,85
133590;Iserlohn, GG Smmern;Grundschulen;Iserlohn;Mrkischen Kreis;1;1,0;26056;404;30;11,44
133607;Dortmund, GG Eintracht;Grundschulen;Dortmund;Stadt Dortmund;3;3,0;26056;404;30;12,17
133619;Dortmund, GG Lichtendorf;Grundschulen;Dortmund;Stadt Dortmund;1;1,0;26056;404;30;12,17
133620;Schwerte, GG Villigst;Grundschulen;Schwerte;Kreis Unna;1;1,0;24163;396;10;11,48
133644;Schwerte, GG Reichshofschule;Grundschulen;Schwerte;Kreis Unna;3;3,0;24163;396;10;11,48
133668;Geseke, KG Alfred-Delp-Schule;Sonstige;Geseke;Kreis Soest;4;4,0;25849;304;39;11,85
133670;Geseke, KG Dr.-Adenauer-Schule;Sonstige;Geseke;Kreis Soest;4;4,0;25849;304;39;11,85
133681;Geseke, KG St.Marienschule;Sonstige;Geseke;Kreis Soest;3;3,0;25849;304;39;11,85
133700;Lippstadt, GG (Verb.) Friedrichschule;Grundschulen;Lippstadt;Kreis Soest;5;5,0;25849;304;39;13,79
133711;Lippstadt, GG Hans-Christian-Andersen;Grundschulen;Lippstadt;Kreis Soest;3;3,0;25849;304;39;13,79
133723;Lippstadt, GG an der Pappelallee;Grundschulen;Lippstadt;Kreis Soest;8;8,0;25849;304;39;13,79
133735;Lippstadt, GG Josefschule;Grundschulen;Lippstadt;Kreis Soest;4;4,0;25849;304;39;13,79
133747;Lippstadt, GG Nikolaischule;Grundschulen;Lippstadt;Kreis Soest;4;4,0;25849;304;39;13,79
133760;Lippstadt, GG Martin-Schule;Grundschulen;Lippstadt;Kreis Soest;4;4,0;25849;304;39;13,79
133772;Lippstadt, GG (Verb.) Lipperode-Lipperbr;Grundschulen;Lippstadt;Kreis Soest;3;3,0;25849;304;39;13,79
133784;Anrchte, KG (Verb.) Pankratiusschule;Sonstige;Anrchte;Kreis Soest;2;2,0;25849;304;39;11,85
133802;Lippstadt, GG Benninghausen;Grundschulen;Lippstadt;Kreis Soest;2;2,0;25849;304;39;13,79
133814;Erwitte, GG Erich Kstner;Grundschulen;Erwitte;Kreis Soest;2;2,0;25849;304;39;14,0
133838;Erwitte, GG Astrid-Lindgren;Grundschulen;Erwitte;Kreis Soest;2;2,0;25849;304;39;14,0
133863;Rthen, GG Luzia-Schule;Grundschulen;Rthen;Kreis Soest;1;1,0;25849;304;39;12,49
133875;Rthen, GG (Verb.) Nikolausschule;Grundschulen;Rthen;Kreis Soest;3;3,0;25849;304;39;12,49
133899;Lippstadt, GG (Verb.) Im Kleefeld;Grundschulen;Lippstadt;Kreis Soest;2;2,0;25849;304;39;13,79
133917;Geseke, KG Pankratiusschule;Sonstige;Geseke;Kreis Soest;1;1,0;25849;304;39;11,85
133930;Meschede, KG St. Johannes-Schule;Sonstige;Meschede;Hochsauerlandkreis;1;1,0;27635;260;34;11,85
133954;Bestwig, GG am Sengenberg;Grundschulen;Bestwig;Hochsauerlandkreis;3;3,0;27635;260;34;11,17
133966;Bestwig, GG Wilhelmine-Lbke;Grundschulen;Bestwig;Hochsauerlandkreis;2;2,0;27635;260;34;11,17
133978;Bestwig, GG Andreas;Grundschulen;Bestwig;Hochsauerlandkreis;5;5,0;27635;260;34;11,17
133980;Eslohe, KG (Verb.) Raphael-Schule;Sonstige;Eslohe (Sauerland);Hochsauerlandkreis;2;2,0;27635;260;34;11,85
134028;Schmallenberg, KG Berghausen;Sonstige;Schmallenberg;Hochsauerlandkreis;1;1,0;27635;260;34;11,85
134030;Schmallenberg, GG Bdefeld;Grundschulen;Schmallenberg;Hochsauerlandkreis;2;2,0;27635;260;34;12,36
134065;Schmallenberg, KG Bad Fredeburg;Sonstige;Schmallenberg;Hochsauerlandkreis;3;3,0;27635;260;34;11,85
134089;Meschede, KG Luziaschule Berge;Sonstige;Meschede;Hochsauerlandkreis;2;2,0;27635;260;34;11,85
134119;Meschede, KG Marienschule;Sonstige;Meschede;Hochsauerlandkreis;4;4,0;27635;260;34;11,85
134132;Meschede, KG (Verb) Unter dem Regenbogen;Sonstige;Meschede;Hochsauerlandkreis;4;4,0;27635;260;34;11,85
134156;Schmallenberg, KG Fleckenberg;Sonstige;Schmallenberg;Hochsauerlandkreis;2;2,0;27635;260;34;11,85
134181;Schmallenberg, KG St.Michael;Sonstige;Schmallenberg;Hochsauerlandkreis;1;1,0;27635;260;34;11,85
134211;Schmallenberg, GG (Verb.) Ringstraáe;Grundschulen;Schmallenberg;Hochsauerlandkreis;3;3,0;27635;260;34;12,36
134247;Attendorn, GG Ennest;Grundschulen;Attendorn;Kreis Olpe;3;3,0;29108;134;9;14,07
134259;Attendorn, KG Marienschule;Sonstige;Attendorn;Kreis Olpe;1;1,0;29108;134;9;11,85
134260;Attendorn, KG (Verb.) Sonnenschule;Sonstige;Attendorn;Kreis Olpe;3;3,0;29108;134;9;11,85
134296;Drolshagen, KG (Verb) Grfin-Sayn-Schule;Sonstige;Drolshagen;Kreis Olpe;2;2,0;29108;134;9;11,85
134387;Finnentrop,GG (Verb) Lennetal Gutenberg;Grundschulen;Finnentrop;Kreis Olpe;4;4,0;29108;134;9;14,67
134399;Finnentrop, GG Heggen;Grundschulen;Finnentrop;Kreis Olpe;3;3,0;29108;134;9;14,67
134405;Finnentrop, KG (Verb.) Frettertal;Sonstige;Finnentrop;Kreis Olpe;2;2,0;29108;134;9;11,85
134417;Kirchhundem, GG Welschen Ennest;Grundschulen;Kirchhundem;Kreis Olpe;3;3,0;29108;134;9;10,25
134429;Kirchhundem, GG St. Katharina;Grundschulen;Kirchhundem;Kreis Olpe;3;3,0;29108;134;9;10,25
134454;Kirchhundem, GG am Kreuzberg;Grundschulen;Kirchhundem;Kreis Olpe;2;2,0;29108;134;9;10,25
134480;Lennestadt, KG (Verb.) St.-Agatha-Schule;Sonstige;Lennestadt;Kreis Olpe;4;4,0;29108;134;9;11,85
134521;Lennestadt, KG (Verb.) Oene-Elspe-Tal;Sonstige;Lennestadt;Kreis Olpe;3;3,0;29108;134;9;11,85
134533;Lennestadt, GG Marienschule;Grundschulen;Lennestadt;Kreis Olpe;2;2,0;29108;134;9;12,12
134569;Lennestadt, GG St. Nikolaus;Grundschulen;Lennestadt;Kreis Olpe;5;5,0;29108;134;9;12,12
134570;Lennestadt, KG (Verb.) Franziskus-Schule;Sonstige;Lennestadt;Kreis Olpe;5;5,0;29108;134;9;11,85
134582;Olpe, KG Franz-Hitze-Schule;Sonstige;Olpe;Kreis Olpe;1;1,0;29108;134;9;11,85
134600;Olpe, KG (Verb.) Dringerschule;Sonstige;Olpe;Kreis Olpe;2;2,0;29108;134;9;11,85
134648;Olpe, GG Olpe am Hohenstein;Grundschulen;Olpe;Kreis Olpe;4;4,0;29108;134;9;12,84
134661;Wenden, GG Gerlingen;Grundschulen;Wenden;Kreis Olpe;2;2,0;29108;134;9;12,69
134685;Wenden, GG Hnsborn;Grundschulen;Wenden;Kreis Olpe;2;2,0;29108;134;9;12,69
134703;Wenden, KG (Verb.) Wendener Land;Sonstige;Wenden;Kreis Olpe;2;2,0;29108;134;9;11,85
134727;Hilchenbach, GG Florenburg-Schule;Grundschulen;Hilchenbach;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;12,67
134739;Hilchenbach, GG Msen;Grundschulen;Hilchenbach;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;12,67
134764;Siegen, GG (Verb.) auf dem Hubenfeld;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;11,92
134790;Siegen, GG (Verb.) Eiserfeld;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;4;4,0;26737;276;9;11,92
134831;Siegen, GG Friedrich-Flender-Schule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;6;6,0;26737;276;9;11,92
134843;Siegen, GG Birlenbacherschule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;5;5,0;26737;276;9;11,92
134855;Siegen, GG Albert-Schweitzer-Schule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;8;8,0;26737;276;9;11,92
134867;Siegen, GG Glckaufschule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;4;4,0;26737;276;9;11,92
134879;Siegen, GG Geisweider;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;7;7,0;26737;276;9;11,92
134892;Siegen, GG Jung-Stilling-Schule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;11,92
134909;Siegen, GG Sonnenhangschule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;11,92
134910;Siegen, GG Diesterwegschule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;6;6,0;26737;276;9;11,92
134922;Siegen, GG Montessori am Lindenberg;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;5;5,0;26737;276;9;11,92
134934;Siegen, GG Giersbergschule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;6;6,0;26737;276;9;11,92
134946;Siegen, GG Kaan-Marienborn;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;11,92
134960;Siegen, KG Hammerhtter;Sonstige;Siegen;Kreis Siegen-Wittgenstein;5;5,0;26737;276;9;11,85
134971;Siegen, GG Spandauer;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;6;6,0;26737;276;9;11,92
134995;Siegen, GG Obenstruth;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;7;7,0;26737;276;9;11,92
135008;Siegen, GG Nordschule;Grundschulen;Siegen;Kreis Siegen-Wittgenstein;9;9,0;26737;276;9;11,92
135033;Burbach, GG Marktplatz;Grundschulen;Burbach;Kreis Siegen-Wittgenstein;4;4,0;26737;276;9;12,1
135045;Freudenberg, GG Alchen;Grundschulen;Freudenberg;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;10,83
135057;Freudenberg, GG Bschergrund;Grundschulen;Freudenberg;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;10,83
135069;Freudenberg, GG Am Alten Flecken;Grundschulen;Freudenberg;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;10,83
135070;Freudenberg, GG Oberfischbach;Grundschulen;Freudenberg;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;10,83
135094;Kreuztal, GG Bodelschwingh Schule;Grundschulen;Kreuztal;Kreis Siegen-Wittgenstein;6;6,0;26737;276;9;11,48
135100;Kreuztal, GG (Verb.) Adolf-Wurmbach;Grundschulen;Kreuztal;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;11,48
135112;Kreuztal, GG Fellinghausen;Grundschulen;Kreuztal;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;11,48
135124;Kreuztal, GG Jung-Stilling-Schule;Grundschulen;Kreuztal;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;11,48
135136;Kreuztal, KG St. Martin-Schule;Sonstige;Kreuztal;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;11,85
135148;Kreuztal,GG an Dreslers Park;Realschulen;Kreuztal;Kreis Siegen-Wittgenstein;9;9,0;26737;276;9;10,83
135161;Neunkirchen, GG Salchendorf;Grundschulen;Neunkirchen;Kreis Siegen-Wittgenstein;5;5,0;26737;276;9;14,0
135185;Neunkirchen, GG Kopernikus;Grundschulen;Neunkirchen;Kreis Siegen-Wittgenstein;4;4,0;26737;276;9;14,0
135197;Netphen, GG Johannlandschule;Grundschulen;Netphen;Kreis Siegen-Wittgenstein;1;1,0;26737;276;9;14,15
135215;Netphen, GG (Verb.) Frohnhausener Str.;Grundschulen;Netphen;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;14,15
135240;Netphen, GG Deuz;Grundschulen;Netphen;Kreis Siegen-Wittgenstein;4;4,0;26737;276;9;14,15
135264;Netphen, GG (Verb.) Dreisbachtalschule;Grundschulen;Netphen;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;14,15
135288;Wilnsdorf, GG Vorm Brand;Grundschulen;Wilnsdorf;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;11,33
135290;Wilnsdorf, GG Wilgersdorf;Grundschulen;Wilnsdorf;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;11,33
135331;Wilnsdorf, GG Dielfen;Grundschulen;Wilnsdorf;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;11,33
135343;Wilnsdorf, KG Rudersdorf;Sonstige;Wilnsdorf;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;11,85
135355;Ense, GG Bernhardusschule Niederense;Grundschulen;Ense;Kreis Soest;2;2,0;25849;304;39;12,75
135367;Ense, KG Frstenberg;Sonstige;Ense;Kreis Soest;1;1,0;25849;304;39;11,85
135379;Ense, GG Hingen;Grundschulen;Ense;Kreis Soest;2;2,0;25849;304;39;12,75
135380;Lippetal, KG St. Stephanus-Schule;Sonstige;Lippetal;Kreis Soest;2;2,0;25849;304;39;11,85
135392;Lippetal, KG St. Ida-Schule Herzfeld;Sonstige;Lippetal;Kreis Soest;2;2,0;25849;304;39;11,85
135409;Lippetal, KG Ludgerus-Schule Lippborg;Sonstige;Lippetal;Kreis Soest;2;2,0;25849;304;39;11,85
135434;Mhnesee, GG (Verb.) Mhnesee;Grundschulen;Mhnesee;Kreis Soest;1;1,0;25849;304;39;12,49
135446;Bad Sassendorf, GG Slzer;Grundschulen;Bad Sassendorf;Kreis Soest;2;2,0;25849;304;39;17,2
135458;Soest, GG Hellweg;Grundschulen;Soest;Kreis Soest;1;1,0;25849;304;39;13,09
135460;Soest, GG Johannes;Grundschulen;Soest;Kreis Soest;7;7,0;25849;304;39;13,09
135471;Soest, KG Patroklischule;Sonstige;Soest;Kreis Soest;2;2,0;25849;304;39;11,85
135483;Soest, GG Petrischule;Grundschulen;Soest;Kreis Soest;2;2,0;25849;304;39;13,09
135495;Soest, GG Wiese;Grundschulen;Soest;Kreis Soest;2;2,0;25849;304;39;13,09
135501;Soest, KG Bruno;Sonstige;Soest;Kreis Soest;3;3,0;25849;304;39;11,85
135513;Welver, GG Borgeln;Grundschulen;Welver;Kreis Soest;1;1,0;25849;304;39;14,67
135525;Welver, GG Bernhard-Honkamp-Schule;Grundschulen;Welver;Kreis Soest;2;2,0;25849;304;39;14,67
135537;Werl, KG Walburgisschule;Sonstige;Werl;Kreis Soest;4;4,0;25849;304;39;11,85
135549;Werl, KG St.Josef-Schule;Sonstige;Werl;Kreis Soest;1;1,0;25849;304;39;11,85
135550;Werl, KG Marienschule;Sonstige;Werl;Kreis Soest;1;1,0;25849;304;39;11,85
135562;Werl, KG Petrischule;Sonstige;Werl;Kreis Soest;6;6,0;25849;304;39;11,85
135586;Wickede, GG Melanchthonschule;Grundschulen;Wickede (Ruhr);Kreis Soest;2;2,0;25849;304;39;13,67
135598;Wickede, GG Engelhardschule;Grundschulen;Wickede (Ruhr);Kreis Soest;3;3,0;25849;304;39;13,67
135604;Kamen, GG Eichendorff;Grundschulen;Kamen;Kreis Unna;3;3,0;24163;396;10;11,81
135616;Kamen, GG Diesterweg;Grundschulen;Kamen;Kreis Unna;4;4,0;24163;396;10;11,81
135630;Kamen, GG (Verb.) Sdschule;Grundschulen;Kamen;Kreis Unna;3;3,0;24163;396;10;11,81
135653;Kamen, GG Astrid-Lindgren-Schule;Grundschulen;Kamen;Kreis Unna;3;3,0;24163;396;10;11,81
135665;Kamen, GG Friedrich-Ebert;Grundschulen;Kamen;Kreis Unna;6;6,0;24163;396;10;11,81
135677;Kamen, GG Jahn;Grundschulen;Kamen;Kreis Unna;2;2,0;24163;396;10;11,81
135690;Unna, GG Lnern;Grundschulen;Unna;Kreis Unna;1;1,0;24163;396;10;12,21
135707;Unna, GG Hemmerde;Grundschulen;Unna;Kreis Unna;1;1,0;24163;396;10;12,21
135720;Unna, GG Sonnenschule;Grundschulen;Unna;Kreis Unna;1;1,0;24163;396;10;12,21
135732;Unna, GG Schillerschule;Grundschulen;Unna;Kreis Unna;2;2,0;24163;396;10;12,21
135744;Unna, GG Grilloschule;Grundschulen;Unna;Kreis Unna;4;4,0;24163;396;10;12,21
135756;Unna, KG Katharinenschule;Sonstige;Unna;Kreis Unna;3;3,0;24163;396;10;11,85
135768;Unna, GG am Friedrichsborn;Grundschulen;Unna;Kreis Unna;6;6,0;24163;396;10;12,21
135781;Unna, GG Osterfeldschule;Grundschulen;Unna;Kreis Unna;1;1,0;24163;396;10;12,21
135793;Bergkamen, GG Gerhart-Hauptmann-Schule;Grundschulen;Bergkamen;Kreis Unna;7;7,0;24163;396;10;12,47
135823;Bergkamen, GG Schiller;Grundschulen;Bergkamen;Kreis Unna;2;2,0;24163;396;10;12,47
135835;Bergkamen, GG Freiherr-von-Ketteler;Grundschulen;Bergkamen;Kreis Unna;1;1,0;24163;396;10;12,47
135847;Bergkamen, GG Preinschule;Grundschulen;Bergkamen;Kreis Unna;4;4,0;24163;396;10;12,47
135859;Bergkamen, GG Jahn;Grundschulen;Bergkamen;Kreis Unna;2;2,0;24163;396;10;12,47
135860;Bergkamen, GG Overberger;Grundschulen;Bergkamen;Kreis Unna;1;1,0;24163;396;10;12,47
135872;Bergkamen, GG Pfalz;Grundschulen;Bergkamen;Kreis Unna;4;4,0;24163;396;10;12,47
135884;Frndenberg/Ruhr, GG Friedhofstr.;Grundschulen;Frndenberg/Ruhr;Kreis Unna;2;2,0;24163;396;10;12,49
135896;Frndenberg/Ruhr, KG Overbergschule;Sonstige;Frndenberg/Ruhr;Kreis Unna;2;2,0;24163;396;10;11,85
135902;Frndenberg/Ruhr, GG Sonnenbergschule;Grundschulen;Frndenberg/Ruhr;Kreis Unna;1;1,0;24163;396;10;12,49
135926;Bnen, GG Goetheschule;Grundschulen;Bnen;Kreis Unna;3;3,0;24163;396;10;12,49
135938;Bnen, GG Hellwegschule;Grundschulen;Bnen;Kreis Unna;3;3,0;24163;396;10;12,49
135951;Holzwickede, GG Nordschule;Grundschulen;Holzwickede;Kreis Unna;4;4,0;24163;396;10;10,0
135963;Holzwickede, GG Paul-Gerhardt-Schule;Grundschulen;Holzwickede;Kreis Unna;1;1,0;24163;396;10;10,0
135975;Holzwickede, KG Aloysiusschule;Sonstige;Holzwickede;Kreis Unna;5;5,0;24163;396;10;11,85
135987;Holzwickede, EG Dudenroth;Sonstige;Holzwickede;Kreis Unna;2;2,0;24163;396;10;11,85
135999;Hamm, GG Jahnschule;Grundschulen;Hamm;Stadt Hamm;6;6,0;26056;404;30;11,98
136001;Hamm, GG Schillerschule;Grundschulen;Hamm;Stadt Hamm;6;6,0;26056;404;30;11,98
136013;Hamm, GG Lessingschule;Grundschulen;Hamm;Stadt Hamm;5;5,0;26056;404;30;11,98
136025;Hamm, GG Selmigerheide;Grundschulen;Hamm;Stadt Hamm;2;2,0;26056;404;30;11,98
136037;Hamm, GG Carl-Orff-Schule;Grundschulen;Hamm;Stadt Hamm;1;1,0;26056;404;30;11,98
136050;Hamm, GG Im grnen Winkel;Grundschulen;Hamm;Stadt Hamm;1;1,0;26056;404;30;11,98
136062;Hamm, GG (Verb.) Maximilianschule;Grundschulen;Hamm;Stadt Hamm;2;2,0;26056;404;30;11,98
136074;Bad Berleburg, GG Burgfeld;Grundschulen;Bad Berleburg;Kreis Siegen-Wittgenstein;4;4,0;26737;276;9;12,82
136086;Bad Berleburg, GG Im Odeborntal;Grundschulen;Bad Berleburg;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;12,82
136098;Bad Laasphe, GG (Verb.) Bahnhofstraáe;Grundschulen;Bad Laasphe;Kreis Siegen-Wittgenstein;3;3,0;26737;276;9;12,62
136104;Bad Berleburg, GG Aue-Wingeshausen;Grundschulen;Bad Berleburg;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;12,82
136128;Bad Berleburg, GG (Verb.) Edertalschule;Grundschulen;Bad Berleburg;Kreis Siegen-Wittgenstein;1;1,0;26737;276;9;12,82
136153;Bad Berleburg, GG Unterm Heiligenberg;Grundschulen;Bad Berleburg;Kreis Siegen-Wittgenstein;1;1,0;26737;276;9;12,82
136189;Erndtebrck, GG Schulstr.;Grundschulen;Erndtebrck;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;12,49
136190;Bad Laasphe, GG Banfe;Grundschulen;Bad Laasphe;Kreis Siegen-Wittgenstein;2;2,0;26737;276;9;12,62
136207;Bad Laasphe, GG Feudingen;Grundschulen;Bad Laasphe;Kreis Siegen-Wittgenstein;1;1,0;26737;276;9;12,62
136281;Dsseldorf, GH Graf-Recke-Str.;Hauptschulen;Dsseldorf;Stadt Dsseldorf;7;7,0;25804;388;32;8,18
136323;Dsseldorf, KH Itterstr.;Sonstige;Dsseldorf;Stadt Dsseldorf;9;9,0;26092;361;41;11,85
136359;Dsseldorf, GH Dumont-Lindemann;Hauptschulen;Dsseldorf;Stadt Dsseldorf;8;8,0;25804;388;32;8,18
136384;Dsseldorf, GH Schule am Eller Forst;Hauptschulen;Dsseldorf;Stadt Dsseldorf;8;8,0;25804;388;32;8,18
136440;Dsseldorf, KH St.-Benedikt-Schule;Sonstige;Dsseldorf;Stadt Dsseldorf;8;8,0;26092;361;41;11,85
136505;Dsseldorf, GH Benrath;Hauptschulen;Dsseldorf;Stadt Dsseldorf;9;9,0;25804;388;32;8,18
136566;Dsseldorf, GH Rather Kreuzweg;Hauptschulen;Dsseldorf;Stadt Dsseldorf;9;9,0;25804;388;32;8,18
136967;Essen, KH Marienschule;Sonstige;Essen;Stadt Essen;8;8,0;26092;361;41;11,85
136980;Essen, GH an der Wchtlerstraáe;Hauptschulen;Essen;Stadt Essen;9;9,0;25804;388;32;9,44
137364;Essen, GH Bochold;Hauptschulen;Essen;Stadt Essen;9;9,0;25804;388;32;9,44
137674;Leverkusen, GH Theodor-Wuppermann;Hauptschulen;Leverkusen;Stadt Leverkusen;9;9,0;25804;388;32;7,65
137716;Mnchengladbach, KH Neuwerk;Sonstige;Mnchengladbach;Stadt Mnchengladbach;7;7,0;26092;361;41;11,85
137728;Mnchengladbach, KH Anna Schiller;Sonstige;Mnchengladbach;Stadt Mnchengladbach;5;5,0;26092;361;41;11,85
137807;Mnchengladbach, GH Heinrich-Lersch;Hauptschulen;Mnchengladbach;Stadt Mnchengladbach;9;9,0;25804;388;32;8,18
137947;Mlheim an der Ruhr, GH Sch.a.Hexbachtal;Hauptschulen;Mlheim a.d.Ruhr;Stadt Mlheim a.d.Ruhr;9;9,0;25804;388;32;8,18
138344;Mnchengladbach, GH Comenius-Schule;Hauptschulen;Mnchengladbach;Stadt Mnchengladbach;9;9,0;25804;388;32;8,18
138368;Mnchengladbach, GH Kirschhecke;Hauptschulen;Mnchengladbach;Stadt Mnchengladbach;9;9,0;25804;388;32;8,18
138393;Mnchengladbach, GH Dohr;Hauptschulen;Mnchengladbach;Stadt Mnchengladbach;8;8,0;25804;388;32;8,18
138538;Wuppertal, KH St.-Laurentius-Schule;Sonstige;Wuppertal;Stadt Wuppertal;6;6,0;26092;361;41;11,85
138540;Wuppertal, KH Bernhard-Letterhaus-Schule;Sonstige;Wuppertal;Stadt Wuppertal;7;7,0;26092;361;41;11,85
138629;Wuppertal, GH Helene-Weber-Schule;Hauptschulen;Wuppertal;Stadt Wuppertal;9;9,0;25804;388;32;9,46
138680;Wuppertal, GH Oberbarmen;Hauptschulen;Wuppertal;Stadt Wuppertal;9;9,0;25804;388;32;9,46
138708;Wuppertal, GH Barmen-Sdwest;Hauptschulen;Wuppertal;Stadt Wuppertal;9;9,0;25804;388;32;9,46
138848;Duisburg, GH Ludgerusstraáe;Hauptschulen;Duisburg;Stadt Duisburg;8;8,0;25804;388;32;7,14
139099;Velbert, GH Martin-Luther-King-Schule;Hauptschulen;Velbert;Kreis Mettmann;9;9,0;28195;487;11;8,12
139166;Erkrath, GH Carl-Fuhlrott-Schule;Hauptschulen;Erkrath;Kreis Mettmann;7;7,0;28195;487;11;6,67
139518;Korschenbroich, GH Korschenbroich;Hauptschulen;Korschenbroich;Rhein-Kreis Neuss;4;4,0;27956;455;43;7,2
139671;Schwalmtal, GH Schwalmtal;Hauptschulen;Schwalmtal;Kreis Viersen;4;4,0;26473;300;54;7,33
139701;Viersen, GH Max-von-der-Grn-Schule;Hauptschulen;Viersen;Kreis Viersen;7;7,0;26473;300;54;7,08
139828;Goch, GH Gustav-Adolf-Schule;Hauptschulen;Goch;Kreis Kleve;6;6,0;23865;317;135;8,14
